run_id,timestamp,model_id,precision,batch_size,num_prompts,max_new_tokens,attention_backend,throughput_qps,tokens_per_sec,num_requests,elapsed_s,latency_ms_avg,latency_ms_p50,latency_ms_p95,vram_gb_peak,cost_per_query_usd,cost_per_query_cents,tokens_per_usd,tokens_per_usd_millions,usd_per_1k_tokens,cents_per_1k_tokens,usd_per_million_tokens,queries_per_usd,throughput_per_dollar_tokens_per_sec_per_usd_per_sec,sla_p95_threshold_ms,sla_compliance_rate,speedup_vs_fp32
d68a254f5efe,2025-09-26T05:33:27.342763+00:00,mistralai/Mistral-7B-v0.1,fp32,32.0,500.0,128.0,sdpa,5.886068333333334,871.8797289999999,1500.0,254.840453,169.76933333333332,167.4656666666667,173.48000000000002,28.5888,9.438666666666667e-05,0.009433333333333334,1569383.3333333333,1.5693333333333335,0.0006373333333333334,0.064,0.6373333333333333,10594.933333333332,1569383.5124646667,1500.0,1.0,
d68a254f5efe,2025-09-26T05:36:26.035974+00:00,mistralai/Mistral-7B-v0.1,fp32,64.0,500.0,128.0,sdpa,8.820171,1328.9351933333335,1500.0,170.06509599999998,113.313,111.66933333333333,126.30266666666667,30.189,6.299e-05,0.0063,2392083.3333333335,2.392,0.00041833333333333333,0.042,0.4183333333333333,15876.333333333334,2392083.3483106666,1500.0,1.0,1.5242183333333335
d68a254f5efe,2025-09-26T05:39:03.712462+00:00,mistralai/Mistral-7B-v0.1,fp32,128.0,500.0,128.0,sdpa,10.076834,1541.4936136666668,1500.0,148.85628200000002,99.18033333333334,96.99266666666666,102.622,33.3906,5.5133333333333336e-05,0.0055000000000000005,2774688.6666666665,2.7746666666666666,0.00036033333333333333,0.036,0.36033333333333334,18138.3,2774688.5041170004,1500.0,1.0,1.1599463333333333
d68a254f5efe,2025-09-26T05:41:21.559068+00:00,mistralai/Mistral-7B-v0.1,fp32,256.0,500.0,128.0,sdpa,11.618316666666667,1807.0432426666666,1500.0,129.10679,86.02033333333333,86.79533333333332,86.79533333333332,39.794,4.7816666666666666e-05,0.0048,3252678.0,3.2526666666666664,0.00030733333333333334,0.031,0.3073333333333333,20913.0,3252677.837110333,1500.0,1.0,1.172268
d68a254f5efe,2025-09-26T05:43:55.899610+00:00,mistralai/Mistral-7B-v0.1,fp16,32.0,500.0,128.0,sdpa,10.293340666666666,1524.711378,1500.0,145.726035,97.06033333333333,95.07733333333333,98.50033333333333,14.3039,5.3973333333333334e-05,0.005399999999999999,2744480.6666666665,2.7443333333333335,0.0003643333333333333,0.03633333333333333,0.36433333333333334,18528.033333333333,2744480.4803306665,1500.0,1.0,0.8437603333333333
d68a254f5efe,2025-09-26T05:45:30.319699+00:00,mistralai/Mistral-7B-v0.1,fp16,64.0,500.0,128.0,sdpa,17.529000999999997,2641.094598333333,1500.0,85.573071,56.99133333333333,55.89566666666667,66.094,15.1057,3.169333333333334e-05,0.0032,4753970.333333333,4.753666666666667,0.00021033333333333334,0.021,0.21033333333333334,31552.2,4753970.277575667,1500.0,1.0,1.4615559999999999
d68a254f5efe,2025-09-26T05:46:38.747681+00:00,mistralai/Mistral-7B-v0.1,fp16,128.0,500.0,128.0,sdpa,25.087755333333334,3837.7742956666666,1500.0,59.790126,39.81433333333333,39.14266666666666,41.248333333333335,16.7143,2.2146666666666666e-05,0.0022,6907993.666666667,6.908,0.000145,0.014,0.145,45157.96666666667,6907993.731752667,1500.0,1.0,2.1237866666666667
d68a254f5efe,2025-09-26T05:47:36.660573+00:00,mistralai/Mistral-7B-v0.1,fp16,256.0,500.0,128.0,sdpa,30.623189333333332,4762.947116666666,1500.0,48.982489,32.615,33.04866666666667,33.04866666666667,19.932,1.814e-05,0.0018000000000000002,8573305.0,8.573333333333332,0.00011699999999999998,0.012000000000000002,0.117,55121.76666666666,8573304.810125,1500.0,1.0,2.635768
d68a254f5efe,2025-09-26T05:52:39.342965+00:00,mistralai/Mistral-7B-v0.1,int4,32.0,500.0,128.0,sdpa,5.56953,824.9922296666667,1500.0,269.328173,179.47133333333332,175.06633333333332,177.34033333333332,8.007,9.975e-05,0.009966666666666667,1484986.3333333333,1.485,0.0006733333333333334,0.06733333333333334,0.6733333333333333,10025.166666666666,1484986.0134806668,1500.0,1.0,0.4565426666666667
d68a254f5efe,2025-09-26T05:55:28.736721+00:00,mistralai/Mistral-7B-v0.1,int4,64.0,500.0,128.0,sdpa,10.968828333333335,1652.6733306666665,1500.0,136.75437300000002,91.11266666666666,88.93266666666666,109.25066666666667,12.1053,5.0650000000000005e-05,0.005066666666666667,2974812.0,2.975,0.000336,0.03366666666666667,0.336,19743.866666666665,2974811.995319333,1500.0,1.0,0.914573
d68a254f5efe,2025-09-26T05:57:19.800021+00:00,mistralai/Mistral-7B-v0.1,int4,128.0,500.0,128.0,sdpa,19.607782333333333,2999.4808959999996,1500.0,76.501372,50.95533333333333,49.88766666666667,54.03466666666667,13.7758,2.8336666666666666e-05,0.0028,5399065.666666667,5.399333333333334,0.00018533333333333333,0.01833333333333333,0.18533333333333335,35294.03333333333,5399065.612498333,1500.0,1.0,1.6598833333333332
d68a254f5efe,2025-09-26T05:58:53.753811+00:00,mistralai/Mistral-7B-v0.1,int4,256.0,500.0,128.0,sdpa,25.445937666666666,3957.7085023333334,1500.0,58.948510999999996,39.25866666666667,39.56333333333333,39.56333333333333,20.3465,2.183e-05,0.0022,7123875.666666667,7.124,0.00014,0.014,0.14,45802.700000000004,7123875.304428667,1500.0,1.0,2.1901569999999997
